dataset,num_queries,batch_size,total_time,num_errors,throughput
pubs,100,128,0.07129979133605957,18,1402.528648767944
pubs,1000,128,0.4288294315338135,145,2331.9294956581107
pubs,10000,128,3.8411989212036133,1657,2603.353849965825
glove.6B.50d,100,128,0.4303922653198242,0,232.3461829075624
glove.6B.50d,1000,128,4.984112739562988,0,200.63751609432512
glove.6B.50d,10000,128,49.67916512489319,0,201.29162748327286
glove.840B.300d,100,128,3.062960147857666,0,32.64815576198184
glove.840B.300d,1000,128,24.86544942855835,0,40.216445830714996
glove.840B.300d,10000,128,247.92847156524658,0,40.334213883814996
